Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt,name,key,Round,Pick,ageGroup
1308,Demaryius Thomas\ThomDe03,2018,31,1-22,DEN,NFL,8,8,56,36,402,11.17,3,50.3,64.3%,7.18,Demaryius Thomas,DemaryiusThomas31DEN2018,1,79,29-32
1309,Bobby Wade\WadeBo00,2009,28,5-139,KAN,NFL,12,6,74,36,367,10.19,2,30.6,48.6%,4.96,Bobby Wade,BobbyWade28KAN2009,6,31,25-28
1310,Troy Walters\WaltTr00,2003,27,5-165,IND,NFL,15,4,52,36,456,12.67,3,30.4,69.2%,8.77,Troy Walters,TroyWalters27IND2003,6,49,25-28
1311,Blair White\WhitBl00,2010,23,NA,IND,NFL,13,4,57,36,355,9.86,5,27.3,63.2%,6.23,Blair White,BlairWhite23IND2010,Undrafted,Undrafted,< 24
1312,Ernest Wilford\WilfEr00,2006,27,4-120,JAX,NFL,16,12,74,36,524,14.56,2,32.8,48.6%,7.08,Ernest Wilford,ErnestWilford27JAX2006,5,20,25-28
1313,Roy Williams\WillRo04,2008,27,1-7,2TM,NFL,15,11,39,36,430,11.94,2,28.7,92.3%,11.03,Roy Williams,RoyWilliams272TM2008,1,145,25-28
1314,Kendall Wright\WrigKe01,2015,26,1-20,TEN,NFL,10,9,60,36,408,11.33,3,40.8,60.0%,6.8,Kendall Wright,KendallWright26TEN2015,1,72,25-28
1315,Danny Amendola\AmenDa00,2018,33,NA,MIA,NFL,8,8,44,35,337,9.63,1,42.1,79.5%,7.66,Danny Amendola,DannyAmendola33MIA2018,Undrafted,Undrafted,32+
1316,Deion Branch\BranDe00,2004,25,2-65,NWE,NFL,9,9,51,35,454,12.97,4,50.4,68.6%,8.9,Deion Branch,DeionBranch25NWE2004,3,140,25-28
1317,Dezmon Briscoe\BrisDe00,2011,22,6-191,TAM,NFL,16,2,51,35,387,11.06,6,24.2,68.6%,7.59,Dezmon Briscoe,DezmonBriscoe22TAM2011,7,64,< 24
1318,Plaxico Burress\BurrPl00,2008,31,1-8,NYG,NFL,10,9,66,35,454,12.97,4,45.4,53.0%,6.88,Plaxico Burress,PlaxicoBurress31NYG2008,1,155,29-32
1319,Plaxico Burress\BurrPl00,2004,27,1-8,PIT,NFL,11,11,59,35,698,19.94,5,63.5,59.3%,11.83,Plaxico Burress,PlaxicoBurress27PIT2004,1,155,25-28
1320,Brandin Cooks\CookBr00,2018,25,1-20,LAR,NFL,8,8,52,35,643,18.37,2,80.4,67.3%,12.37,Brandin Cooks,BrandinCooks25LAR2018,1,72,25-28
1321,Rashied Davis\DaviRa00,2008,29,NA,CHI,NFL,16,12,67,35,445,12.71,2,27.8,52.2%,6.64,Rashied Davis,RashiedDavis29CHI2008,Undrafted,Undrafted,29-32
1322,Josh Doctson\DoctJo00,2017,25,1-22,WAS,NFL,16,14,78,35,502,14.34,6,31.4,44.9%,6.44,Josh Doctson,JoshDoctson25WAS2017,1,79,25-28
1323,Troy Edwards\EdwaTr00,2003,26,1-13,JAX,NFL,13,11,62,35,487,13.91,3,37.5,56.5%,7.85,Troy Edwards,TroyEdwards26JAX2003,1,26,25-28
1324,Taylor Gabriel\GabrTa00,2016,25,NA,ATL,NFL,13,3,50,35,579,16.54,6,44.5,70.0%,11.58,Taylor Gabriel,TaylorGabriel25ATL2016,Undrafted,Undrafted,25-28
1325,Brian Hartline\HartBr00,2011,25,4-108,MIA,NFL,16,10,66,35,549,15.69,1,34.3,53.0%,8.32,Brian Hartline,BrianHartline25MIA2011,5,10,25-28
1326,Ike Hilliard\HillIk00,2005,29,1-7,TAM,NFL,16,2,53,35,282,8.06,1,17.6,66.0%,5.32,Ike Hilliard,IkeHilliard29TAM2005,1,145,29-32
1327,Allen Hurns\HurnAl01,2016,25,NA,JAX,NFL,11,11,76,35,477,13.63,3,43.4,46.1%,6.28,Allen Hurns,AllenHurns25JAX2016,Undrafted,Undrafted,25-28
1328,Dontrelle Inman\InmaDo00,2015,26,NA,SDG,NFL,14,7,63,35,486,13.89,3,34.7,55.6%,7.71,Dontrelle Inman,DontrelleInman26SDG2015,Undrafted,Undrafted,25-28
1329,Bryant Johnson\JohnBr02,2009,28,1-17,DET,NFL,16,16,87,35,417,11.91,3,26.1,40.2%,4.79,Bryant Johnson,BryantJohnson28DET2009,1,53,25-28
1330,Bryant Johnson\JohnBr02,2003,22,1-17,ARI,NFL,15,8,77,35,438,12.51,1,29.2,45.5%,5.69,Bryant Johnson,BryantJohnson22ARI2003,1,53,< 24
1331,Kevin Johnson\JohnKe01,2004,28,2-32,BAL,NFL,16,5,61,35,373,10.66,1,23.3,57.4%,6.11,Kevin Johnson,KevinJohnson28BAL2004,3,103,25-28
1332,Steve Johnson\JohnSt00,2014,28,7-224,SFO,NFL,13,1,50,35,435,12.43,3,33.5,70.0%,8.7,Steve Johnson,SteveJohnson28SFO2014,8,80,25-28
1333,Ashley Lelie\LeliAs00,2002,22,1-19,DEN,NFL,16,1,53,35,525,15,2,32.8,66.0%,9.91,Ashley Lelie,AshleyLelie22DEN2002,1,62,< 24
1334,Shaun McDonald\McDoSh00,2008,27,4-106,DET,NFL,12,7,67,35,332,9.49,1,27.7,52.2%,4.96,Shaun McDonald,ShaunMcDonald27DET2008,5,8,25-28
1335,Freddie Mitchell\MitcFr00,2003,25,1-25,PHI,NFL,16,6,59,35,498,14.23,2,31.1,59.3%,8.44,Freddie Mitchell,FreddieMitchell25PHI2003,1,92,25-28
1336,Dennis Northcutt\NortDe00,2009,32,2-32,DET,NFL,16,2,63,35,357,10.2,1,22.3,55.6%,5.67,Dennis Northcutt,DennisNorthcutt32DET2009,3,103,29-32
1337,Roscoe Parrish\ParrRo00,2007,25,2-55,BUF,NFL,16,3,58,35,352,10.06,1,22,60.3%,6.07,Roscoe Parrish,RoscoeParrish25BUF2007,3,129,25-28
1338,Antwaan Randle El\RandAn00,2005,26,2-62,PIT,NFL,16,15,69,35,558,15.94,1,34.9,50.7%,8.09,Antwaan Randle El,AntwaanRandle El26PIT2005,3,137,25-28
1339,Leslie Shepherd\ShepLe00,2000,31,NA,MIA,NFL,13,11,59,35,446,12.74,4,34.3,59.3%,7.56,Leslie Shepherd,LeslieShepherd31MIA2000,Undrafted,Undrafted,29-32
1340,Golden Tate\TateGo00,2011,23,2-60,SEA,NFL,16,5,58,35,382,10.91,3,23.9,60.3%,6.59,Golden Tate,GoldenTate23SEA2011,3,135,< 24
1341,Nate Washington\WashNa00,2006,23,NA,PIT,NFL,16,2,69,35,624,17.83,4,39,50.7%,9.04,Nate Washington,NateWashington23PIT2006,Undrafted,Undrafted,< 24
1342,Reggie Williams\WillRe00,2005,22,1-9,JAX,NFL,16,7,63,35,445,12.71,0,27.8,55.6%,7.06,Reggie Williams,ReggieWilliams22JAX2005,1,166,< 24
1343,Albert Wilson\WilsAl02,2015,23,NA,KAN,NFL,14,12,57,35,451,12.89,2,32.2,61.4%,7.91,Albert Wilson,AlbertWilson23KAN2015,Undrafted,Undrafted,< 24
1344,Cedrick Wilson\WilsCe00,2003,25,6-169,SFO,NFL,16,4,63,35,396,11.31,2,24.8,55.6%,6.29,Cedrick Wilson,CedrickWilson25SFO2003,7,52,25-28
1345,Jason Witten\WittJa00,2003,21,3-69,DAL,NFL,15,7,54,35,347,9.91,1,23.1,64.8%,6.43,Jason Witten,JasonWitten21DAL2003,4,144,< 24
1346,Jason Avant\AvanJa00,2014,31,4-109,2TM,NFL,16,0,62,34,353,10.38,1,22.1,54.8%,5.69,Jason Avant,JasonAvant312TM2014,5,11,29-32
1347,Travis Benjamin\BenjTr00,2017,28,4-100,LAC,NFL,16,3,62,34,567,16.68,4,35.4,54.8%,9.15,Travis Benjamin,TravisBenjamin28LAC2017,5,3,25-28
1348,Corey Bradford\BradCo00,2005,30,5-150,HOU,NFL,16,6,66,34,436,12.82,5,27.3,51.5%,6.61,Corey Bradford,CoreyBradford30HOU2005,6,41,29-32
1349,Mark Clayton\ClayMa01,2009,27,1-22,BAL,NFL,14,12,74,34,480,14.12,2,34.3,45.9%,6.49,Mark Clayton,MarkClayton27BAL2009,1,79,25-28
1350,Germane Crowell\CrowGe00,2000,24,2-50,DET,NFL,9,7,73,34,430,12.65,3,47.8,46.6%,5.89,Germane Crowell,GermaneCrowell24DET2000,3,124,< 24
1351,Corey Davis\DaviCo03,2017,22,1-5,TEN,NFL,11,9,65,34,375,11.03,0,34.1,52.3%,5.77,Corey Davis,CoreyDavis22TEN2017,1,123,< 24
1352,Larry Fitzgerald\FitzLa00,2018,35,1-3,ARI,NFL,8,8,53,34,357,10.5,2,44.6,64.2%,6.74,Larry Fitzgerald,LarryFitzgerald35ARI2018,1,101,32+
1353,Taylor Gabriel\GabrTa00,2018,27,NA,CHI,NFL,7,5,44,34,381,11.21,2,54.4,77.3%,8.66,Taylor Gabriel,TaylorGabriel27CHI2018,Undrafted,Undrafted,25-28
1354,Jabar Gaffney\GaffJa00,2003,23,2-33,HOU,NFL,16,11,57,34,402,11.82,2,25.1,59.6%,7.05,Jabar Gaffney,JabarGaffney23HOU2003,3,105,< 24
1355,Justin Gage\GageJu00,2008,27,5-143,TEN,NFL,12,11,74,34,651,19.15,6,54.3,45.9%,8.8,Justin Gage,JustinGage27TEN2008,6,35,25-28
1356,Joey Galloway\GallJo00,2003,32,1-8,DAL,NFL,15,13,83,34,672,19.76,2,44.8,41.0%,8.1,Joey Galloway,JoeyGalloway32DAL2003,1,155,29-32
1357,Brandon Gibson\GibsBr00,2009,22,6-194,2TM,NFL,10,4,69,34,348,10.24,1,34.8,49.3%,5.04,Brandon Gibson,BrandonGibson222TM2009,7,67,< 24
1358,Ted Ginn\GinnTe00,2007,22,1-9,MIA,NFL,16,9,71,34,420,12.35,2,26.3,47.9%,5.92,Ted Ginn,TedGinn22MIA2007,1,166,< 24
1359,Chris Givens\GiveCh00,2013,24,4-96,STL,NFL,16,13,83,34,569,16.74,0,35.6,41.0%,6.86,Chris Givens,ChrisGivens24STL2013,5,172,< 24
1360,David Givens\GiveDa00,2003,23,7-253,NWE,NFL,13,5,54,34,510,15,6,39.2,63.0%,9.44,David Givens,DavidGivens23NWE2003,8,95,< 24
1361,Chris Godwin\GodwCh00,2017,21,3-84,TAM,NFL,16,2,55,34,525,15.44,1,32.8,61.8%,9.55,Chris Godwin,ChrisGodwin21TAM2017,4,160,< 24
1362,Az-Zahir Hakim\HakiAz00,2005,28,4-96,NOR,NFL,12,2,58,34,489,14.38,2,40.8,58.6%,8.43,Az-Zahir Hakim,Az-ZahirHakim28NOR2005,5,172,25-28
1363,Dante Hall\HallDa00,2005,27,5-153,KAN,NFL,16,2,51,34,436,12.82,3,27.3,66.7%,8.55,Dante Hall,DanteHall27KAN2005,6,42,25-28
1364,Devery Henderson\HendDe00,2010,28,2-50,NOR,NFL,16,11,59,34,464,13.65,1,29,57.6%,7.86,Devery Henderson,DeveryHenderson28NOR2010,3,124,25-28
1365,Ike Hilliard\HillIk00,2006,30,1-7,TAM,NFL,16,0,55,34,339,9.97,2,21.2,61.8%,6.16,Ike Hilliard,IkeHilliard30TAM2006,1,145,29-32
1366,Chris Hogan\HogaCh00,2017,29,NA,NWE,NFL,9,7,59,34,439,12.91,5,48.8,57.6%,7.44,Chris Hogan,ChrisHogan29NWE2017,Undrafted,Undrafted,29-32
1367,Mohamed Massaquoi\MassMo00,2009,23,2-50,CLE,NFL,16,11,95,34,624,18.35,3,39,35.8%,6.57,Mohamed Massaquoi,MohamedMassaquoi23CLE2009,3,124,< 24
1368,Louis Murphy\MurpLo00,2009,22,4-124,OAK,NFL,16,9,96,34,521,15.32,4,32.6,35.4%,5.43,Louis Murphy,LouisMurphy22OAK2009,5,21,< 24
1369,JJ Nelson\NelsJJ00,2016,24,5-159,ARI,NFL,15,6,74,34,568,16.71,6,37.9,45.9%,7.68,JJ Nelson,JJNelson24ARI2016,6,46,< 24
1370,Jerome Pathon\PathJe00,2004,29,2-32,NOR,NFL,15,7,67,34,581,17.09,1,38.7,50.7%,8.67,Jerome Pathon,JeromePathon29NOR2004,3,103,29-32
1371,Ricky Proehl\ProeRi00,2004,36,3-58,CAR,NFL,16,3,70,34,497,14.62,0,31.1,48.6%,7.1,Ricky Proehl,RickyProehl36CAR2004,4,132,32+
1372,Josh Reed\ReedJo01,2006,26,2-36,BUF,NFL,13,1,48,34,410,12.06,2,31.5,70.8%,8.54,Josh Reed,JoshReed26BUF2006,3,108,25-28
1373,Laurent Robinson\RobiLa01,2010,25,3-75,STL,NFL,14,11,75,34,344,10.12,2,24.6,45.3%,4.59,Laurent Robinson,LaurentRobinson25STL2010,4,150,25-28
1374,Frank Sanders\SandFr00,2002,29,2-47,ARI,NFL,12,12,58,34,400,11.76,2,33.3,58.6%,6.9,Frank Sanders,FrankSanders29ARI2002,3,120,29-32
1375,L.J. Smith\SmitL.00,2004,24,2-61,PHI,NFL,16,8,54,34,377,11.09,5,23.6,63.0%,6.98,L.J. Smith,L.J.Smith24PHI2004,3,136,< 24
1376,Travis Taylor\TaylTr01,2004,25,1-10,BAL,NFL,10,9,80,34,421,12.38,0,42.1,42.5%,5.26,Travis Taylor,TravisTaylor25BAL2004,1,2,25-28
1377,David Terrell\TerrDa00,2001,22,1-8,CHI,NFL,16,6,63,34,415,12.21,4,25.9,54.0%,6.59,David Terrell,DavidTerrell22CHI2001,1,155,< 24
1378,Jerheme Urban\UrbaJe00,2008,28,NA,ARI,NFL,16,2,51,34,448,13.18,4,28,66.7%,8.78,Jerheme Urban,JerhemeUrban28ARI2008,Undrafted,Undrafted,25-28
1379,Kelley Washington\WashKe00,2009,30,3-65,BAL,NFL,15,2,48,34,431,12.68,2,28.7,70.8%,8.98,Kelley Washington,KelleyWashington30BAL2009,4,140,29-32
1380,Sammy Watkins\WatkSa00,2018,25,1-4,KAN,NFL,8,8,49,34,453,13.32,3,56.6,69.4%,9.24,Sammy Watkins,SammyWatkins25KAN2018,1,112,25-28
1381,Terrence Wilkins\WilkTe00,2001,26,NA,IND,NFL,11,4,56,34,332,9.76,0,30.2,60.7%,5.93,Terrence Wilkins,TerrenceWilkins26IND2001,Undrafted,Undrafted,25-28
1382,Jarius Wright\WrigJa02,2015,26,4-118,MIN,NFL,16,3,50,34,442,13,0,27.6,68.0%,8.84,Jarius Wright,JariusWright26MIN2015,5,17,25-28
1383,Hank Baskett\BaskHa00,2008,26,NA,PHI,NFL,15,6,52,33,440,13.33,3,29.3,63.5%,8.46,Hank Baskett,HankBaskett26PHI2008,Undrafted,Undrafted,25-28
1384,Cole Beasley\BeasCo00,2018,29,NA,DAL,NFL,7,2,43,33,350,10.61,2,50,76.7%,8.14,Cole Beasley,ColeBeasley29DAL2018,Undrafted,Undrafted,29-32
1385,Drew Bennett\BennDr00,2007,29,NA,STL,NFL,14,1,73,33,375,11.36,3,26.8,45.2%,5.14,Drew Bennett,DrewBennett29STL2007,Undrafted,Undrafted,29-32
1386,Drew Bennett\BennDr00,2002,24,NA,TEN,NFL,16,7,64,33,478,14.48,2,29.9,51.6%,7.47,Drew Bennett,DrewBennett24TEN2002,Undrafted,Undrafted,< 24
1387,Martellus Bennett\BennMa00,2010,23,2-61,DAL,NFL,16,11,47,33,260,7.88,0,16.3,70.2%,5.53,Martellus Bennett,MartellusBennett23DAL2010,3,136,< 24
1388,Chris Chambers\ChamCh00,2008,30,2-52,SDG,NFL,14,9,65,33,462,14,5,33,50.8%,7.11,Chris Chambers,ChrisChambers30SDG2008,3,126,29-32
1389,Michael Clayton\ClayMi00,2006,24,1-15,TAM,NFL,12,9,65,33,356,10.79,1,29.7,50.8%,5.48,Michael Clayton,MichaelClayton24TAM2006,1,40,< 24
1390,Corey Coleman\ColeCo00,2016,22,1-15,CLE,NFL,10,10,73,33,413,12.52,3,41.3,45.2%,5.66,Corey Coleman,CoreyColeman22CLE2016,1,40,< 24
1391,Kevin Curtis\CurtKe00,2008,30,3-74,PHI,NFL,9,8,63,33,390,11.82,2,43.3,52.4%,6.19,Kevin Curtis,KevinCurtis30PHI2008,4,149,29-32
1392,Andre' Davis\DaviAn01,2007,28,2-47,HOU,NFL,14,8,63,33,583,17.67,3,41.6,52.4%,9.25,Andre' Davis,Andre'Davis28HOU2007,3,120,25-28
1393,Phillip Dorsett\DorsPh00,2016,23,1-29,IND,NFL,15,7,59,33,528,16,2,35.2,55.9%,8.95,Phillip Dorsett,PhillipDorsett23IND2016,1,100,< 24
1394,Doug Gabriel\GabrDo00,2004,24,5-167,OAK,NFL,16,5,79,33,551,16.7,2,34.4,41.8%,6.97,Doug Gabriel,DougGabriel24OAK2004,6,51,< 24
1395,Taylor Gabriel\GabrTa00,2017,26,NA,ATL,NFL,16,4,51,33,378,11.45,1,23.6,64.7%,7.41,Taylor Gabriel,TaylorGabriel26ATL2017,Undrafted,Undrafted,25-28
1396,Joey Galloway\GallJo00,2004,33,1-8,TAM,NFL,10,7,53,33,416,12.61,5,41.6,62.3%,7.85,Joey Galloway,JoeyGalloway33TAM2004,1,155,32+
1397,Andrew Hawkins\HawkAn00,2016,30,NA,CLE,NFL,16,5,54,33,324,9.82,3,20.3,61.1%,6,Andrew Hawkins,AndrewHawkins30CLE2016,Undrafted,Undrafted,29-32
1398,Vincent Jackson\JackVi00,2015,32,2-61,TAM,NFL,10,9,62,33,543,16.45,3,54.3,53.2%,8.76,Vincent Jackson,VincentJackson32TAM2015,3,136,29-32
1399,Andre Johnson\JohnAn02,2011,30,1-3,HOU,NFL,7,7,51,33,492,14.91,2,70.3,64.7%,9.65,Andre Johnson,AndreJohnson30HOU2011,1,101,29-32
1400,Charles Lee\LeexCh00,2003,26,7-242,TAM,NFL,8,5,46,33,432,13.09,2,54,71.7%,9.39,Charles Lee,CharlesLee26TAM2003,8,90,25-28
1401,Kevin Lockett\LockKe00,2000,26,2-47,KAN,NFL,16,2,56,33,422,12.79,2,26.4,58.9%,7.54,Kevin Lockett,KevinLockett26KAN2000,3,120,25-28
1402,Snoop Minnis\MinnMa00,2001,24,3-77,KAN,NFL,13,11,67,33,511,15.48,1,39.3,49.3%,7.63,Snoop Minnis,SnoopMinnis24KAN2001,4,152,< 24
1403,Denarius Moore\MoorDe02,2011,23,5-148,OAK,NFL,13,10,76,33,618,18.73,5,47.5,43.4%,8.13,Denarius Moore,DenariusMoore23OAK2011,6,38,< 24
1404,Jordy Nelson\NelsJo00,2008,23,2-36,GNB,NFL,16,2,54,33,366,11.09,2,22.9,61.1%,6.78,Jordy Nelson,JordyNelson23GNB2008,3,108,< 24
1405,Roscoe Parrish\ParrRo00,2010,28,2-55,BUF,NFL,8,6,53,33,400,12.12,2,50,62.3%,7.55,Roscoe Parrish,RoscoeParrish28BUF2010,3,129,25-28
1406,Cordarrelle Patterson\PattCo00,2014,23,1-29,MIN,NFL,16,7,67,33,384,11.64,1,24,49.3%,5.73,Cordarrelle Patterson,CordarrellePatterson23MIN2014,1,100,< 24
1407,Breshad Perriman\PerrBr02,2016,23,1-26,BAL,NFL,16,1,66,33,499,15.12,3,31.2,50.0%,7.56,Breshad Perriman,BreshadPerriman23BAL2016,1,97,< 24
1408,Eddie Royal\RoyaEd00,2016,30,2-42,CHI,NFL,9,1,43,33,369,11.18,2,41,76.7%,8.58,Eddie Royal,EddieRoyal30CHI2016,3,115,29-32
1409,Chris Sanders\SandCh00,2000,28,3-67,TEN,NFL,16,14,61,33,536,16.24,0,33.5,54.1%,8.79,Chris Sanders,ChrisSanders28TEN2000,4,142,25-28
1410,Mohamed Sanu\SanuMo00,2015,26,3-83,CIN,NFL,16,4,49,33,394,11.94,0,24.6,67.3%,8.04,Mohamed Sanu,MohamedSanu26CIN2015,4,159,25-28
1411,Torrey Smith\SmitTo02,2015,26,2-58,SFO,NFL,16,12,62,33,663,20.09,4,41.4,53.2%,10.69,Torrey Smith,TorreySmith26SFO2015,3,132,25-28
1412,Bobby Wade\WadeBo00,2006,25,5-139,TEN,NFL,16,2,58,33,461,13.97,2,28.8,56.9%,7.95,Bobby Wade,BobbyWade25TEN2006,6,31,25-28
1413,Clive Walford\WalfCl00,2016,25,3-68,OAK,NFL,15,8,52,33,359,10.88,3,23.9,63.5%,6.9,Clive Walford,CliveWalford25OAK2016,4,143,25-28
1414,Dede Westbrook\WestDe00,2018,25,4-110,JAX,NFL,8,3,48,33,435,13.18,3,54.4,68.8%,9.06,Dede Westbrook,DedeWestbrook25JAX2018,5,12,25-28
1415,Titus Young\YounTi00,2012,23,2-44,DET,NFL,10,8,56,33,383,11.61,4,38.3,58.9%,6.84,Titus Young,TitusYoung23DET2012,3,117,< 24
1416,Jason Avant\AvanJa00,2008,25,4-109,PHI,NFL,15,6,57,32,377,11.78,2,25.1,56.1%,6.61,Jason Avant,JasonAvant25PHI2008,5,11,25-28
1417,Arnaz Battle\BattAr00,2005,25,6-197,SFO,NFL,10,8,54,32,363,11.34,3,36.3,59.3%,6.72,Arnaz Battle,ArnazBattle25SFO2005,7,69,25-28
1418,Drew Bennett\BennDr00,2003,25,NA,TEN,NFL,12,8,54,32,504,15.75,4,42,59.3%,9.33,Drew Bennett,DrewBennett25TEN2003,Undrafted,Undrafted,25-28
1419,Earl Bennett\BennEa00,2013,26,3-70,CHI,NFL,15,3,43,32,243,7.59,4,16.2,74.4%,5.65,Earl Bennett,EarlBennett26CHI2013,4,146,25-28
1420,David Boston\BostDa00,2002,24,1-8,ARI,NFL,8,8,75,32,512,16,1,64,42.7%,6.83,David Boston,DavidBoston24ARI2002,1,155,< 24
1421,Mike Brown\BrowMi00,2013,24,NA,JAX,NFL,11,6,56,32,446,13.94,2,40.5,57.1%,7.96,Mike Brown,MikeBrown24JAX2013,Undrafted,Undrafted,< 24
1422,Michael Clayton\ClayMi00,2005,23,1-15,TAM,NFL,14,10,55,32,372,11.63,0,26.6,58.2%,6.76,Michael Clayton,MichaelClayton23TAM2005,1,40,< 24
1423,Keary Colbert\ColbKe00,2007,25,2-62,CAR,NFL,12,8,69,32,332,10.38,0,27.7,46.4%,4.81,Keary Colbert,KearyColbert25CAR2007,3,137,25-28
1424,Kevin Curtis\CurtKe00,2004,26,3-74,STL,NFL,15,0,50,32,421,13.16,2,28.1,64.0%,8.42,Kevin Curtis,KevinCurtis26STL2004,4,149,25-28
1425,Braylon Edwards\EdwaBr00,2005,22,1-3,CLE,NFL,10,7,59,32,512,16,3,51.2,54.2%,8.68,Braylon Edwards,BraylonEdwards22CLE2005,1,101,< 24
1426,Robert Ferguson\FergRo00,2007,28,2-41,MIN,NFL,15,8,61,32,391,12.22,1,26.1,52.5%,6.41,Robert Ferguson,RobertFerguson28MIN2007,3,114,25-28
1427,Will Fuller\FullWi01,2018,24,1-21,HOU,NFL,7,7,45,32,503,15.72,4,71.9,71.1%,11.18,Will Fuller,WillFuller24HOU2018,1,76,< 24
1428,Devin Funchess\FuncDe00,2018,24,2-41,CAR,NFL,7,7,50,32,401,12.53,3,57.3,64.0%,8.02,Devin Funchess,DevinFunchess24CAR2018,3,114,< 24
1429,Dorial Green-Beckham\GreeDo00,2015,22,2-40,TEN,NFL,16,5,67,32,549,17.16,4,34.3,47.8%,8.19,Dorial Green-Beckham,DorialGreen-Beckham22TEN2015,3,113,< 24
1430,D.J. Hackett\HackD.00,2007,26,5-157,SEA,NFL,6,6,47,32,384,12,3,64,68.1%,8.17,D.J. Hackett,D.J.Hackett26SEA2007,6,45,25-28
1431,Devery Henderson\HendDe00,2008,26,2-50,NOR,NFL,16,13,56,32,793,24.78,3,49.6,57.1%,14.16,Devery Henderson,DeveryHenderson26NOR2008,3,124,25-28
1432,Devery Henderson\HendDe00,2011,29,2-50,NOR,NFL,16,13,50,32,503,15.72,2,31.4,64.0%,10.06,Devery Henderson,DeveryHenderson29NOR2011,3,124,29-32
1433,Devery Henderson\HendDe00,2006,24,2-50,NOR,NFL,13,7,54,32,745,23.28,5,57.3,59.3%,13.8,Devery Henderson,DeveryHenderson24NOR2006,3,124,< 24
1434,MarTay Jenkins\JenkMa00,2001,26,6-193,ARI,NFL,13,3,54,32,518,16.19,3,39.8,59.3%,9.59,MarTay Jenkins,MarTayJenkins26ARI2001,7,66,25-28
1435,James Jones\JoneJa04,2009,25,3-78,GNB,NFL,16,3,62,32,440,13.75,5,27.5,51.6%,7.1,James Jones,JamesJones25GNB2009,4,153,25-28
1436,Malcolm Mitchell\MitcMa01,2016,24,4-112,NWE,NFL,14,6,48,32,401,12.53,4,28.6,66.7%,8.35,Malcolm Mitchell,MalcolmMitchell24NWE2016,5,14,< 24
1437,Donte Moncrief\MoncDo00,2014,21,3-90,IND,NFL,16,2,49,32,444,13.88,3,27.8,65.3%,9.06,Donte Moncrief,DonteMoncrief21IND2014,4,167,< 24
1438,Lance Moore\MoorLa00,2007,24,NA,NOR,NFL,16,4,50,32,302,9.44,2,18.9,64.0%,6.04,Lance Moore,LanceMoore24NOR2007,Undrafted,Undrafted,< 24
1439,Eric Moulds\MoulEr00,2007,34,1-24,TEN,NFL,16,8,52,32,342,10.69,0,21.4,61.5%,6.58,Eric Moulds,EricMoulds34TEN2007,1,88,32+
1440,Kevin Ogletree\OgleKe00,2012,25,NA,DAL,NFL,15,1,55,32,436,13.63,4,29.1,58.2%,7.93,Kevin Ogletree,KevinOgletree25DAL2012,Undrafted,Undrafted,25-28
1441,Antwaan Randle El\RandAn00,2006,27,2-62,WAS,NFL,16,16,63,32,351,10.97,3,21.9,50.8%,5.57,Antwaan Randle El,AntwaanRandle El27WAS2006,3,137,25-28
1442,Josh Reed\ReedJo01,2005,25,2-36,BUF,NFL,16,6,53,32,449,14.03,2,28.1,60.4%,8.47,Josh Reed,JoshReed25BUF2005,3,108,25-28
1443,Sidney Rice\RiceSi01,2011,25,2-44,SEA,NFL,9,9,57,32,484,15.13,2,53.8,56.1%,8.49,Sidney Rice,SidneyRice25SEA2011,3,117,25-28
1444,Seth Roberts\RobeSe00,2015,24,NA,OAK,NFL,16,5,55,32,480,15,5,30,58.2%,8.73,Seth Roberts,SethRoberts24OAK2015,Undrafted,Undrafted,< 24
1445,Chester Rogers\RogeCh02,2018,24,NA,IND,NFL,8,4,47,32,295,9.22,1,36.9,68.1%,6.28,Chester Rogers,ChesterRogers24IND2018,Undrafted,Undrafted,< 24
1446,Brad Smith\SmitBr01,2007,24,4-103,NYJ,NFL,16,9,67,32,325,10.16,2,20.3,47.8%,4.85,Brad Smith,BradSmith24NYJ2007,5,5,< 24
1447,Kenny Stills\StilKe00,2013,21,5-144,NOR,NFL,16,10,50,32,641,20.03,5,40.1,64.0%,12.82,Kenny Stills,KennyStills21NOR2013,6,36,< 24
1448,J.J. Stokes\StokJ.00,2002,30,1-10,SFO,NFL,13,8,55,32,332,10.38,1,25.5,58.2%,6.04,J.J. Stokes,J.J.Stokes30SFO2002,1,2,29-32
1449,Chansi Stuckey\StucCh20,2008,25,7-235,NYJ,NFL,15,2,45,32,359,11.22,3,23.9,71.1%,7.98,Chansi Stuckey,ChansiStuckey25NYJ2008,8,86,25-28
1450,Demaryius Thomas\ThomDe03,2011,24,1-22,DEN,NFL,11,5,70,32,551,17.22,4,50.1,45.7%,7.87,Demaryius Thomas,DemaryiusThomas24DEN2011,1,79,< 24
1451,Kenbrell Thompkins\ThomKe02,2013,25,NA,NWE,NFL,12,8,69,32,466,14.56,4,38.8,46.4%,6.75,Kenbrell Thompkins,KenbrellThompkins25NWE2013,Undrafted,Undrafted,25-28
1452,Amani Toomer\ToomAm00,2006,32,2-34,NYG,NFL,8,8,43,32,360,11.25,3,45,74.4%,8.37,Amani Toomer,AmaniToomer32NYG2006,3,106,29-32
